train_loss,val_loss,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,iou_class_6,miou,overall_accuracy
1.363036687557514,1.6993270715077717,0.42678048213322956,2.444925844534892e-12,0.3298015296459198,0.17317332327365875,3.0828989823946294e-11,1.0021108364418238e-11,tensor(0.1507),0.06244673552336516
1.1047266125679016,1.6435105800628662,0.2846252719561259,2.444925844534892e-12,0.024596842626730602,0.20198612908522287,3.0828989823946294e-11,1.0021108364418238e-11,tensor(0.0866),0.04698859320746528
1.0022019560520465,2.0782477060953775,0.03292249764005343,2.444925844534892e-12,2.0951562955761678e-05,0.1610183318456014,3.0828989823946294e-11,1.0021108364418238e-11,tensor(0.0315),0.02555084228515625
0.9531980615395766,3.5918490886688232,0.009411436505615711,2.444925844534892e-12,0.0005547819309867918,0.15421566367149353,3.0828989823946294e-11,1.0021108364418238e-11,tensor(0.0271),0.024813899287471065
0.9194635244516226,2.180436293284098,0.055291254073381424,2.444925844534892e-12,0.18191072344779968,0.20575842261314392,3.0828989823946294e-11,0.058623081694046654,tensor(0.0864),0.03866167421694155
0.8875599641066331,1.8222661018371582,0.34346059958140057,0.02617935153345267,0.16020881632963815,0.24392101168632507,3.082585575686636e-11,0.00026515897722371545,tensor(0.1304),0.05808356956199364
0.9137981992501479,1.4595964352289836,0.4392358163992564,0.13683605442444483,0.45606596271197003,0.19138705233732858,0.00020111482202385864,9.934652926701926e-12,tensor(0.1952),0.07266786363389757
0.8501823498652532,1.1376238266626995,0.5021791656812032,0.3604450722535451,0.4863620102405548,0.37269999583562213,0.017914823566873867,0.00023765038470931663,tensor(0.2781),0.08575425324616609
0.8523506430479196,1.0999557574590046,0.5298596521218618,0.45207958420117694,0.33578428626060486,0.4181167980035146,0.12455029288927714,0.00019197588577905358,tensor(0.3023),0.08935278433340567
0.8221542560137235,1.0682244698206584,0.5297285417715708,0.48803622523943585,0.49795791506767273,0.30179837346076965,0.1528663436571757,0.0012666997111712892,tensor(0.3132),0.08788186532479746
0.8020048187329218,0.9770653247833252,0.5593006213506063,0.5717267791430155,0.5033641556898752,0.41667834917704266,0.19087604184945425,0.004037153286238511,tensor(0.3641),0.09823184543185765
0.7804705729851356,1.0035828351974487,0.6056987643241882,0.5554790397485098,0.3498616913954417,0.4414642055829366,0.28281999627749127,0.005073929050316413,tensor(0.3652),0.09793373390480324
